# p14_a1_post, p14_a10_post, p14_a1_prior, p14_a10_post
5.689387023448944092e-02,5.650956183671951294e-02,4.681648846371899708e-09,3.647172451019287109e-02
5.366700887680053711e-02,5.094260722398757935e-02,4.122946983819986144e-10,3.816615790128707886e-02
5.318180099129676819e-02,4.906363785266876221e-02,2.329318404825642119e-10,5.455410853028297424e-02
5.427166074514389038e-02,4.769553616642951965e-02,1.200776839072048574e-10,9.039668366312980652e-03
5.523765832185745239e-02,5.043936520814895630e-02,1.864190191103176630e-10,9.686115197837352753e-03
6.163908541202545166e-02,3.680033236742019653e-02,5.805646519085883028e-10,1.539664575830101967e-03
6.827106326818466187e-02,3.680033236742019653e-02,6.697885579498574771e-10,8.518630638718605042e-04
7.192347943782806396e-02,3.489318117499351501e-02,5.551655246627262841e-10,1.184331160038709641e-02
6.873249262571334839e-02,3.189589828252792358e-02,7.870928353526096544e-10,1.015203725546598434e-02
6.726747006177902222e-02,3.427634388208389282e-02,1.844740915579734519e-09,1.686879992485046387e-02
7.426290214061737061e-02,3.365870937705039978e-02,1.166427787691048934e-10,9.782195836305618286e-02
6.531488895416259766e-02,3.576488047838211060e-02,7.490787434782930632e-10,6.004345417022705078e-02
6.345946341753005981e-02,3.895824402570724487e-02,1.389102388671403787e-09,3.328637406229972839e-02
6.702226400375366211e-02,4.455375671386718750e-02,3.351266641971051286e-08,6.774194538593292236e-03
6.702226400375366211e-02,4.349551349878311157e-02,1.706155328129455029e-09,1.132990699261426926e-02
7.226312160491943359e-02,4.062600433826446533e-02,2.333508497542879923e-09,6.683769752271473408e-04
7.933960855007171631e-02,3.797728568315505981e-02,1.223439127784331504e-09,6.398374098353087902e-04
8.005435764789581299e-02,4.785866662859916687e-02,6.993934764665254988e-09,1.420571061316877604e-04
7.066508382558822632e-02,4.868753254413604736e-02,4.617725579691978055e-08,7.770888973027467728e-03
6.649731844663619995e-02,5.381260812282562256e-02,2.339907752002545749e-07,6.315948558039963245e-04
8.322326838970184326e-02,5.372659862041473389e-02,1.330398163190693595e-06,6.724468403263017535e-05
8.322326838970184326e-02,5.309205502271652222e-02,1.349789044979843311e-07,1.576684735482558608e-04
7.983301579952239990e-02,4.927376657724380493e-02,1.120986397040724114e-07,4.453345536603592336e-05
7.465146481990814209e-02,4.372960329055786133e-02,3.703185669223785226e-08,1.683797454461455345e-04
5.604190379381179810e-02,4.195779561996459961e-02,3.299328170669468818e-07,1.584919227752834558e-04
5.739006027579307556e-02,5.009241402149200439e-02,1.787336501024583413e-08,5.446231225505471230e-04
5.371684581041336060e-02,5.210965126752853394e-02,1.109095890683420293e-07,6.726551800966262817e-04
5.570609122514724731e-02,4.698315635323524475e-02,9.209160367618096643e-08,3.050102095585316420e-04
5.233349651098251343e-02,4.831873625516891479e-02,4.859392443989918320e-09,8.918139792513102293e-05
5.383707582950592041e-02,4.875738173723220825e-02,1.184828124500825197e-09,2.273916761623695493e-04
4.821044206619262695e-02,4.932079091668128967e-02,7.425723924647797958e-10,4.108912835363298655e-04
5.066906660795211792e-02,5.328504741191864014e-02,1.839605578979330858e-09,4.802761599421501160e-03
4.832719638943672180e-02,4.893507808446884155e-02,1.107038816172689621e-08,6.191827822476625443e-03
4.613555967807769775e-02,4.690383374691009521e-02,9.353929852906617270e-10,1.123987836763262749e-03
4.609864205121994019e-02,4.841536656022071838e-02,1.339560995461397397e-08,1.541163190267980099e-03
4.338410124182701111e-02,4.682534560561180115e-02,4.304585218051215634e-06,1.262649457203224301e-04
4.096642509102821350e-02,4.946562275290489197e-02,2.043270342255709693e-06,1.189268310554325581e-03
4.655926674604415894e-02,4.946562275290489197e-02,2.477424859534949064e-04,6.053296383470296860e-04
4.983938485383987427e-02,4.946562275290489197e-02,8.407502718910109252e-06,1.278938842006027699e-03
4.411927610635757446e-02,5.526709184050559998e-02,2.774484983092406765e-06,3.980237524956464767e-04
4.553472995758056641e-02,5.371285229921340942e-02,1.116786961574689485e-06,2.741624135524034500e-03
4.561497643589973450e-02,5.829741060733795166e-02,1.732531586640106980e-06,3.687794553115963936e-03
4.601728171110153198e-02,5.310471355915069580e-02,2.286456947331316769e-05,2.969388104975223541e-02
4.449223726987838745e-02,4.967291653156280518e-02,3.165718226227909327e-06,4.466597363352775574e-02
3.992670401930809021e-02,4.145703464746475220e-02,1.339877417194657028e-05,2.160892263054847717e-02
4.556377604603767395e-02,4.283563792705535889e-02,1.059771420841570944e-05,4.307062365114688873e-03
4.944838955998420715e-02,4.283563792705535889e-02,7.464795999112538993e-07,1.907511800527572632e-02
5.163024738430976868e-02,4.255189001560211182e-02,1.815014366002287716e-05,2.443491108715534210e-02
5.158580094575881958e-02,4.596917703747749329e-02,2.488780228304676712e-05,5.123799666762351990e-03
6.257009506225585938e-02,4.732193052768707275e-02,1.565183629281818867e-04,6.339773070067167282e-03
6.072452664375305176e-02,4.752808436751365662e-02,1.711886966404563282e-06,6.815801374614238739e-03
4.906356334686279297e-02,5.045963078737258911e-02,3.497035941109061241e-04,3.541020303964614868e-02
4.863702505826950073e-02,5.045963078737258911e-02,3.449309224379248917e-05,4.647765774279832840e-03
4.690773040056228638e-02,5.781292170286178589e-02,9.365900041302666068e-05,4.400947690010070801e-02
5.215284228324890137e-02,5.261159688234329224e-02,3.330300387460738420e-05,9.516764432191848755e-03
5.902387574315071106e-02,5.912001058459281921e-02,4.625187284545972943e-05,1.456507947295904160e-03
5.906407535076141357e-02,6.611342728137969971e-02,3.138960164505988359e-05,3.904090728610754013e-03
5.913498252630233765e-02,6.311161816120147705e-02,1.669066841714084148e-05,3.835247363895177841e-03
5.913498252630233765e-02,6.614492833614349365e-02,1.089430952561087906e-06,2.499941503629088402e-03
5.913498252630233765e-02,6.866908073425292969e-02,6.046499493095325306e-06,2.718054689466953278e-03
7.075308263301849365e-02,5.650787055492401123e-02,1.228902874572668225e-06,4.555265768431127071e-04
7.269635796546936035e-02,5.598389357328414917e-02,3.000237711603404023e-07,2.247388474643230438e-04
7.205711305141448975e-02,4.807300865650177002e-02,3.847270946266689862e-08,7.001113408477976918e-05
6.730627268552780151e-02,4.519639164209365845e-02,4.532640573984281218e-08,1.245778821612475440e-05
7.058569043874740601e-02,4.523353651165962219e-02,6.974940625070757960e-09,2.054709511867258698e-06
7.253776490688323975e-02,4.328040033578872681e-02,1.482195699509247788e-07,1.108331957766495179e-06
7.581548392772674561e-02,3.949839249253273010e-02,2.080730965303700941e-08,1.026913537316431757e-06
6.838317215442657471e-02,4.319790378212928772e-02,5.685624770990216348e-08,1.468653863412328064e-06
7.059109210968017578e-02,4.319790378212928772e-02,1.120331063475532574e-07,3.051783892260573339e-07
8.180501312017440796e-02,3.892111778259277344e-02,5.833025085166809731e-08,1.039489234244683757e-06
7.711833715438842773e-02,3.373641893267631531e-02,1.706340952978280257e-07,1.333203272224636748e-06
8.118700981140136719e-02,3.213910385966300964e-02,1.890944758997648023e-06,7.104445671757275704e-07
8.445227146148681641e-02,3.806166723370552063e-02,7.656211096218612511e-07,1.199586495204130188e-05
8.117221295833587646e-02,4.275625944137573242e-02,2.173651409975718707e-05,1.199287908093538135e-05
8.117221295833587646e-02,4.244479537010192871e-02,3.717388352697525988e-08,1.088488625100580975e-05
7.885965704917907715e-02,3.956864029169082642e-02,4.260077091089442547e-08,2.420240161882247776e-05
7.482260465621948242e-02,3.995601460337638855e-02,4.500709849253325956e-07,5.887922725378302857e-06
6.885085254907608032e-02,4.003023356199264526e-02,5.698490895156282932e-06,7.761207598377950490e-06
6.573569774627685547e-02,3.808100149035453796e-02,1.001789655674656387e-06,4.326440375734819099e-06
6.700666248798370361e-02,3.586139902472496033e-02,2.915662200564383966e-08,6.006520834489492700e-06
7.325440645217895508e-02,3.456350043416023254e-02,3.582999852369539440e-07,2.989239646922214888e-06
7.005840539932250977e-02,3.445231914520263672e-02,7.493409839298692532e-07,5.465131380333332345e-06
6.385891139507293701e-02,3.774085640907287598e-02,1.057871017451361695e-07,9.620003766031004488e-06
6.213939562439918518e-02,3.774085640907287598e-02,2.038131263759623835e-08,1.709450443740934134e-04
6.230413168668746948e-02,4.146086052060127258e-02,1.675574310411320766e-07,1.615791006770450622e-05
6.678464263677597046e-02,3.920586407184600830e-02,4.845091083893748873e-08,2.263525675516575575e-05
7.236897200345993042e-02,3.874100744724273682e-02,4.154873636252887081e-07,2.361446240684017539e-05
6.066899746656417847e-02,3.854954242706298828e-02,4.181195890851086006e-06,5.840466656081844121e-06
5.879033356904983521e-02,4.084035754203796387e-02,3.463740085862809792e-06,6.722019406879553571e-06
7.290770113468170166e-02,4.582115262746810913e-02,3.037591156385133218e-08,7.013642061792779714e-06
8.130857348442077637e-02,4.582115262746810913e-02,2.891655981329677161e-08,1.121561581385321915e-05
7.863916456699371338e-02,4.582115262746810913e-02,9.987288507318226038e-08,1.975352915906114504e-06
8.137680590152740479e-02,4.582115262746810913e-02,6.508810912464468856e-08,3.235118128941394389e-05
8.158435672521591187e-02,4.177682846784591675e-02,1.159631501934654807e-09,2.101158679579384625e-05
9.116940945386886597e-02,4.120573401451110840e-02,1.001639104991625118e-09,1.990406963159330189e-05
9.116940945386886597e-02,3.220860287547111511e-02,1.419153350390445212e-09,7.500362244172720239e-06
9.735390543937683105e-02,2.942639030516147614e-02,1.365200930081300612e-08,6.318838131846860051e-05
1.041021645069122314e-01,2.830089442431926727e-02,7.122513134838470705e-10,1.435386220691725612e-04
1.016888171434402466e-01,2.678283117711544037e-02,3.381139279667877418e-08,1.965363480849191546e-05
9.441817551851272583e-02,2.988581545650959015e-02,3.911511115006760519e-08,8.502024866174906492e-05
8.831170201301574707e-02,3.130975365638732910e-02,2.547545108200210962e-08,4.995919298380613327e-04
9.151118248701095581e-02,2.739497460424900055e-02,4.593656299789472541e-08,7.592228939756751060e-04
8.834376186132431030e-02,2.482064440846443176e-02,7.949922498085015832e-09,6.349014583975076675e-03
7.606148719787597656e-02,2.846926450729370117e-02,4.832192601611495775e-08,1.007938641123473644e-03
7.539044320583343506e-02,3.075954690575599670e-02,1.297120917342908797e-07,8.664658525958657265e-05
8.401170372962951660e-02,3.343996405601501465e-02,2.447056246523970913e-08,2.178546565119177103e-04
8.826456964015960693e-02,2.587835863232612610e-02,1.995589684611331904e-07,4.722892481368035078e-04
7.311324030160903931e-02,2.394303865730762482e-02,3.377322741471289191e-07,9.602330392226576805e-04
6.237434223294258118e-02,2.310703694820404053e-02,6.194368893375212792e-07,4.595680511556565762e-04
6.120907142758369446e-02,2.357023395597934723e-02,3.421446237439340621e-08,2.541436115279793739e-04
6.610253453254699707e-02,2.182851918041706085e-02,2.349986427674366496e-09,5.105216405354440212e-04
6.067194789648056030e-02,3.019978851079940796e-02,7.172403115873748902e-09,1.734982943162322044e-04
6.067194789648056030e-02,3.019978851079940796e-02,7.434225324232102139e-08,3.897635033354163170e-04
6.597164273262023926e-02,2.549592591822147369e-02,1.125746393881854601e-07,2.323403459740802646e-04
5.866367369890213013e-02,2.203697711229324341e-02,1.812847827409314050e-08,2.554442617110908031e-04
5.987043306231498718e-02,2.232575044035911560e-02,8.418993835412891258e-10,1.813701092032715678e-04
6.860519200563430786e-02,2.300268411636352539e-02,4.624902683048048857e-10,3.154261503368616104e-04
5.730018019676208496e-02,2.273546718060970306e-02,4.695087651995777378e-10,2.089011104544624686e-05
5.516865476965904236e-02,2.508178912103176117e-02,1.104412006291966009e-09,7.613194175064563751e-04
4.688774794340133667e-02,2.442173287272453308e-02,4.174835588344194548e-09,9.112371131777763367e-03
4.892580211162567139e-02,2.286377921700477600e-02,3.357956757099600509e-08,1.081717386841773987e-02
5.790123343467712402e-02,2.106009982526302338e-02,4.390398267162254342e-09,5.320156924426555634e-03
6.613251566886901855e-02,2.040573954582214355e-02,3.287366467930041836e-08,2.330270782113075256e-02
6.785797327756881714e-02,2.083648368716239929e-02,2.520243214121364872e-08,9.999372065067291260e-03
6.881517916917800903e-02,2.411301434040069580e-02,1.101691182725517137e-08,3.962509334087371826e-02
7.252506911754608154e-02,2.148180641233921051e-02,6.021722676052831957e-09,2.147110179066658020e-02
8.347305655479431152e-02,2.042217925190925598e-02,7.288854675380207482e-08,1.028815191239118576e-02
8.347305655479431152e-02,1.891874894499778748e-02,2.828797676102112746e-07,6.021222798153758049e-04
8.595868945121765137e-02,1.739163696765899658e-02,1.475701054687306168e-07,7.568923756480216980e-03
9.091135859489440918e-02,1.891785487532615662e-02,1.084407017515331972e-07,3.883636323735117912e-03
8.374033868312835693e-02,2.141070179641246796e-02,7.104716104322505998e-08,2.500720694661140442e-02
8.377408981323242188e-02,1.980675570666790009e-02,1.580360375896816549e-08,3.223628737032413483e-03
7.569447904825210571e-02,2.268753200769424438e-02,1.659714854440608178e-08,9.182417998090386391e-04
7.694256305694580078e-02,2.248805761337280273e-02,6.293191745498916134e-09,9.504556655883789062e-02
7.456504553556442261e-02,2.206883206963539124e-02,6.134677654756615084e-09,3.039991017431020737e-03
6.975255906581878662e-02,2.367131412029266357e-02,7.752862352106149046e-09,7.751559372991323471e-03
7.054036110639572144e-02,2.300769090652465820e-02,1.634425039753750752e-09,1.506651006639003754e-02
7.121889293193817139e-02,2.500945329666137695e-02,3.170321747347770724e-07,5.987429618835449219e-02
6.780132651329040527e-02,2.613620832562446594e-02,5.338298336710067815e-08,8.637329563498497009e-03
9.511280804872512817e-02,2.579672262072563171e-02,7.070707397360820323e-08,5.852257367223501205e-03
8.659169077873229980e-02,2.598342671990394592e-02,3.218805133542446129e-08,8.868589065968990326e-03
7.233859598636627197e-02,2.964673563838005066e-02,2.097136615475392318e-07,1.187547110021114349e-03
7.600180059671401978e-02,2.718855254352092743e-02,2.921236941233473772e-08,5.589161301031708717e-04
7.672424614429473877e-02,2.540630847215652466e-02,3.855949762510135770e-05,6.065717316232621670e-04
6.961567699909210205e-02,2.749854139983654022e-02,7.854669803464275901e-08,1.640119240619242191e-03
7.738439738750457764e-02,2.874275669455528259e-02,4.756465799005127337e-08,5.030708387494087219e-03
7.499159872531890869e-02,2.577625773847103119e-02,5.343748998853925514e-09,2.021246182266622782e-04
7.695281505584716797e-02,2.680716849863529205e-02,7.123267664610466454e-08,3.310320666059851646e-03
7.976504415273666382e-02,2.680716849863529205e-02,2.523370490337129013e-08,2.618639031425118446e-03
6.362512707710266113e-02,2.783921360969543457e-02,5.994593834657280240e-07,2.851744415238499641e-03
6.260166317224502563e-02,2.783921360969543457e-02,3.871116859954781830e-06,3.817179473116993904e-03
5.882505327463150024e-02,2.947825193405151367e-02,5.395218067860696465e-06,2.049200236797332764e-03
5.902532115578651428e-02,2.783395536243915558e-02,9.972077532438561320e-05,2.769832499325275421e-04
5.482282489538192749e-02,2.575548365712165833e-02,3.333416680106893182e-05,9.554793359711766243e-05
5.248525738716125488e-02,2.520717121660709381e-02,2.193035470554605126e-06,2.706281957216560841e-04
5.319793522357940674e-02,2.520717121660709381e-02,3.292155497547355480e-06,5.121089634485542774e-04
5.182392150163650513e-02,2.389355748891830444e-02,2.990714165207464248e-06,1.192164781969040632e-04
4.602731019258499146e-02,2.743194252252578735e-02,1.225125924975145608e-05,6.847212207503616810e-04
4.440420866012573242e-02,2.720109373331069946e-02,1.017831891658715904e-05,2.597971353679895401e-03
4.656621441245079041e-02,2.614374086260795593e-02,1.155784389084146824e-06,1.120950037147849798e-04
4.033551365137100220e-02,2.586105838418006897e-02,4.846187039220239967e-06,1.438047911506146193e-04
4.485854506492614746e-02,2.569010853767395020e-02,1.114290535042528063e-05,3.131764242425560951e-03
4.482534527778625488e-02,2.297798916697502136e-02,1.853289290920656640e-06,9.773634374141693115e-04
4.961219429969787598e-02,2.297798916697502136e-02,4.365305983355938224e-07,3.630334686022251844e-04
4.444473236799240112e-02,2.128699421882629395e-02,3.359314462159090908e-07,3.788849789998494089e-05
4.915670305490493774e-02,2.388846687972545624e-02,1.269417589355725795e-05,1.999217602133285254e-05
4.936057329177856445e-02,2.413617074489593506e-02,4.124074257561005652e-05,4.095567419426515698e-05
5.066765099763870239e-02,2.522746846079826355e-02,1.976006024051457644e-05,3.950009122490882874e-04
4.718523472547531128e-02,2.522746846079826355e-02,1.163459728559246287e-07,4.724216341855935752e-05
4.518740251660346985e-02,3.090556710958480835e-02,2.289034561897551612e-08,1.464707929699216038e-05
4.577193409204483032e-02,2.925984561443328857e-02,6.184491496696864488e-08,4.692882066592574120e-04
4.687472060322761536e-02,2.753609046339988708e-02,2.846763322850165423e-07,4.947937122778967023e-05
4.342754930257797241e-02,3.307771682739257812e-02,2.227886284345004242e-07,8.243881165981292725e-05
4.216835647821426392e-02,3.347694128751754761e-02,2.314398841463116696e-07,3.068152873311191797e-04
4.007385298609733582e-02,3.765320032835006714e-02,6.781016963941510767e-06,9.998887544497847557e-04
3.693158179521560669e-02,3.904226794838905334e-02,1.441436506866011769e-05,1.396961859427392483e-03
3.540103510022163391e-02,3.401366621255874634e-02,1.107027492253109813e-05,1.499456353485584259e-03
4.052968323230743408e-02,3.533272072672843933e-02,3.126413503196090460e-05,6.738439202308654785e-03
4.240516573190689087e-02,3.903790563344955444e-02,1.170346222352236509e-04,8.712391369044780731e-03
4.342380166053771973e-02,4.281091690063476562e-02,4.358531896286876872e-06,1.356144994497299194e-02
3.930730000138282776e-02,4.471307992935180664e-02,3.204415770596824586e-05,2.154166996479034424e-01
3.770475089550018311e-02,4.069014266133308411e-02,4.359709855634719133e-04,9.224388748407363892e-02
4.064022004604339600e-02,4.689127951860427856e-02,4.660160266212187707e-05,9.301860630512237549e-02
3.863861411809921265e-02,4.882128909230232239e-02,1.758199650794267654e-04,7.068392634391784668e-02
3.802166506648063660e-02,4.605122655630111694e-02,8.411049202550202608e-05,1.038633938878774643e-02
4.141913726925849915e-02,4.596741124987602234e-02,9.201095963362604380e-05,3.783302754163742065e-02
3.871831670403480530e-02,4.369305819272994995e-02,1.186169829452410340e-04,4.410112649202346802e-02
4.467369988560676575e-02,4.886037111282348633e-02,1.725519687170162797e-04,5.291887372732162476e-02
5.533596873283386230e-02,5.443219840526580811e-02,4.052391450386494398e-04,9.977411478757858276e-02
4.660423472523689270e-02,5.443219840526580811e-02,2.633415628224611282e-03,4.582919180393218994e-02
4.807176440954208374e-02,5.075896903872489929e-02,1.025998644763603806e-04,6.072206422686576843e-03
4.357361048460006714e-02,5.032720416784286499e-02,1.836003852076828480e-03,2.106514293700456619e-03
4.431816935539245605e-02,5.032720416784286499e-02,2.033900818787515163e-04,1.521815918385982513e-02
4.202998429536819458e-02,4.600498825311660767e-02,2.514892730687279254e-05,7.543088868260383606e-03
3.922266513109207153e-02,4.297989606857299805e-02,3.805376991294906475e-06,9.392027859576046467e-04
3.859373182058334351e-02,3.829895704984664917e-02,3.444375033723190427e-05,6.032601813785731792e-04
3.743174672126770020e-02,3.436683118343353271e-02,5.132821570441592485e-06,9.334058267995715141e-04
4.038101434707641602e-02,3.787121176719665527e-02,2.219228235844639130e-06,1.280186045914888382e-02
3.844241425395011902e-02,3.530004620552062988e-02,1.867297396529465914e-05,2.792855165898799896e-02
3.731422871351242065e-02,3.263954445719718933e-02,6.065401521482272074e-06,4.481572192162275314e-03
3.821188211441040039e-02,3.263954445719718933e-02,1.589526254974771291e-05,2.936038887128233910e-03
3.977071493864059448e-02,2.930798940360546112e-02,2.401100800852873363e-06,5.395392072387039661e-04
3.777868673205375671e-02,3.122339025139808655e-02,2.170390871469862759e-06,6.211185245774686337e-04
3.894149512052536011e-02,3.264489024877548218e-02,6.468093829425924923e-07,1.109096221625804901e-03
3.929031640291213989e-02,3.293589875102043152e-02,1.338041641929521575e-07,1.132276142016053200e-03
3.578742593526840210e-02,2.843038737773895264e-02,2.598570461032068124e-07,1.330644474364817142e-03
3.629409149289131165e-02,2.595241181552410126e-02,1.803515488063567318e-06,7.751137483865022659e-03
3.832172602415084839e-02,2.692870050668716431e-02,2.268497610202757642e-06,5.981645081192255020e-03
3.455401957035064697e-02,2.696837857365608215e-02,1.477382767234303174e-07,9.230363182723522186e-03
3.094181977212429047e-02,2.916620671749114990e-02,1.095939524020650424e-06,2.647047489881515503e-02
3.558314591646194458e-02,2.923338487744331360e-02,1.293645937039400451e-06,1.569380611181259155e-02
3.672016412019729614e-02,3.175749629735946655e-02,8.564848599235119764e-07,6.238279491662979126e-02
3.405030816793441772e-02,3.307080268859863281e-02,2.078458237519953400e-06,2.307755872607231140e-02
3.516807779669761658e-02,3.824975341558456421e-02,1.860198062786366791e-05,6.325635127723217010e-03
3.981404751539230347e-02,3.829308226704597473e-02,1.243684237124398351e-04,6.979248020797967911e-03
3.937103599309921265e-02,4.201033711433410645e-02,2.556943218223750591e-04,8.625914342701435089e-04
4.004788026213645935e-02,4.549207538366317749e-02,4.335117409937083721e-04,3.493599651847034693e-04
4.099665582180023193e-02,4.604151844978332520e-02,7.196299848146736622e-04,3.218111116439104080e-03
4.405213892459869385e-02,4.355447366833686829e-02,1.756370038492605090e-04,2.583471126854419708e-03
4.443353042006492615e-02,3.538845852017402649e-02,5.985535099171102047e-04,3.660346264950931072e-04
4.585148394107818604e-02,2.989050932228565216e-02,4.753921166411601007e-05,1.151084434241056442e-03
4.670115187764167786e-02,2.923543937504291534e-02,3.967229076806688681e-06,1.374326762743294239e-03
4.676169529557228088e-02,3.271799162030220032e-02,4.532606908469460905e-05,1.013069506734609604e-02
4.879561811685562134e-02,3.887538611888885498e-02,1.208492267323890701e-05,7.007193751633167267e-03
5.212412029504776001e-02,3.611778095364570618e-02,1.224250900122569874e-05,1.410173252224922180e-02
5.045843124389648438e-02,3.386380523443222046e-02,8.981793507700785995e-05,4.155460372567176819e-02
5.336243286728858948e-02,3.305132687091827393e-02,4.865236041950993240e-05,3.493218496441841125e-02
5.141609534621238708e-02,3.445376083254814148e-02,5.015338683733716607e-05,6.064378097653388977e-02
5.248963087797164917e-02,2.949109487235546112e-02,1.259004784515127540e-04,4.173796623945236206e-02
5.028212070465087891e-02,2.719259262084960938e-02,3.409677447052672505e-05,3.196777775883674622e-02
4.706571996212005615e-02,2.357746288180351257e-02,2.391140515101142228e-05,2.397487498819828033e-02
4.346297681331634521e-02,2.239595726132392883e-02,9.775995276868343353e-04,7.326507475227117538e-03
4.203758388757705688e-02,2.298528701066970825e-02,2.586392838566098362e-05,3.748728893697261810e-03
3.683264553546905518e-02,2.562078461050987244e-02,1.166659130831249058e-04,1.059493701905012131e-02
3.238035738468170166e-02,2.906160615384578705e-02,2.599150138848926872e-05,7.114430889487266541e-03
3.232902288436889648e-02,2.732035145163536072e-02,3.375391315785236657e-05,9.928955696523189545e-03
3.239646926522254944e-02,2.537707239389419556e-02,6.421306352422107011e-06,1.624190807342529297e-01
3.386835381388664246e-02,2.537707239389419556e-02,6.738294814567780122e-06,6.261586397886276245e-02
3.108700737357139587e-02,2.303575538098812103e-02,4.437638835952384397e-06,7.724333554506301880e-03
3.192644938826560974e-02,2.119717001914978027e-02,1.469145217924960889e-06,9.112228639423847198e-03
3.587828949093818665e-02,2.144546061754226685e-02,2.570375499999499880e-06,2.890888974070549011e-02
3.596604242920875549e-02,2.502610534429550171e-02,1.614193223531401600e-07,8.783573657274246216e-02
3.934530913829803467e-02,3.189755231142044067e-02,2.927402420027647167e-06,8.914496004581451416e-02
4.235435277223587036e-02,3.413668647408485413e-02,8.534713202834609547e-08,1.141436994075775146e-01
4.479845613241195679e-02,3.638020157814025879e-02,4.163856370809071450e-09,1.831143200397491455e-01
4.836765676736831665e-02,3.443104773759841919e-02,8.211834057192390901e-08,9.594060480594635010e-02
4.836765676736831665e-02,3.412327542901039124e-02,8.777723081720978371e-08,2.314365059137344360e-01
4.206781089305877686e-02,3.729313611984252930e-02,1.413391292892640649e-09,6.508312374353408813e-02
3.930079191923141479e-02,3.669066354632377625e-02,5.164923488898409687e-10,3.159711137413978577e-02
3.819307312369346619e-02,3.776207193732261658e-02,3.616691390817550200e-10,3.995816409587860107e-02
4.247017949819564819e-02,3.844985738396644592e-02,2.533907839108451299e-08,8.288367092609405518e-02
4.247017949819564819e-02,3.232039511203765869e-02,7.832757220604946724e-10,4.897377919405698776e-03
4.363713413476943970e-02,2.815324068069458008e-02,1.228858015345224430e-09,1.681168936192989349e-02
4.703776910901069641e-02,3.306682780385017395e-02,6.937624363878569511e-10,1.847765408456325531e-02
3.852862119674682617e-02,3.197940066456794739e-02,7.724960227051269612e-08,1.248528482392430305e-03
3.746739774942398071e-02,3.394225984811782837e-02,1.289822293415454624e-08,5.603732075542211533e-03
3.793241828680038452e-02,3.378410637378692627e-02,5.476812248161877505e-07,3.812962211668491364e-03
4.367659986019134521e-02,3.948418423533439636e-02,7.932459311632555909e-08,8.247554069384932518e-04
4.734726995229721069e-02,3.458287566900253296e-02,9.854111304719026521e-09,6.940456223674118519e-04
5.317864939570426941e-02,4.023254662752151489e-02,2.456414627260983252e-09,6.517663714475929737e-04
5.333156883716583252e-02,4.023254662752151489e-02,3.347375043816214202e-09,4.434727597981691360e-04
5.340403690934181213e-02,3.890303522348403931e-02,3.403349380093345644e-09,1.030020881444215775e-03
5.019931495189666748e-02,3.729657828807830811e-02,8.874383006229891180e-09,5.116278305649757385e-03
4.437433183193206787e-02,3.575680404901504517e-02,3.479373731352097820e-07,9.872008813545107841e-04
4.119015112519264221e-02,4.208239912986755371e-02,1.282283392356475815e-06,4.479029215872287750e-03
3.215699642896652222e-02,3.903111070394515991e-02,9.878616538117057644e-07,6.540406611748039722e-04
3.102725185453891754e-02,3.696484863758087158e-02,4.556643773412361043e-07,1.102414331398904324e-03
3.004473820328712463e-02,3.791106492280960083e-02,1.129543079514405690e-06,1.188827096484601498e-03
3.405644372105598450e-02,3.848920017480850220e-02,9.975390291572239221e-09,7.539408747106790543e-03
3.961471840739250183e-02,4.358066245913505554e-02,8.878544122126186267e-08,5.297139286994934082e-02
3.726338222622871399e-02,4.067805409431457520e-02,4.083296900603272661e-08,1.056435168720781803e-03
3.547988831996917725e-02,4.024529457092285156e-02,4.360004979275799997e-08,1.612542662769556046e-03
3.679084405303001404e-02,3.834295272827148438e-02,7.006478881521616131e-07,8.350132848136126995e-04
3.679084405303001404e-02,3.828031197190284729e-02,2.416386912784673768e-08,3.986120573244988918e-04
3.356995433568954468e-02,3.523103147745132446e-02,1.004680285632275627e-07,4.471708380151540041e-04
2.788336388766765594e-02,3.381883352994918823e-02,9.743484241653277422e-09,7.963591255247592926e-03
3.153787180781364441e-02,3.265472874045372009e-02,1.951146799683556310e-08,3.274293383583426476e-03
3.397284075617790222e-02,3.680930286645889282e-02,6.628869009261961764e-09,7.837221957743167877e-03
3.656843304634094238e-02,4.198632389307022095e-02,1.008243710742817711e-09,3.058018861338496208e-03
3.513254970312118530e-02,4.634586721658706665e-02,1.122263704189663258e-08,9.843887528404593468e-04
3.763079643249511719e-02,4.663547128438949585e-02,1.753022171868678925e-09,4.913948476314544678e-02
3.213228657841682434e-02,3.897829726338386536e-02,4.762970906568853025e-09,9.754151105880737305e-02
3.379286453127861023e-02,4.680089652538299561e-02,7.812145597085873305e-09,8.961719274520874023e-02
3.223143517971038818e-02,3.871177881956100464e-02,1.890519740754825762e-08,4.954970255494117737e-02
3.062298521399497986e-02,3.852050006389617920e-02,2.998088532990550448e-08,4.016559943556785583e-02
3.028139472007751465e-02,3.852050006389617920e-02,6.306225230900963652e-08,9.049490909092128277e-04
3.249609470367431641e-02,3.511114791035652161e-02,2.306688429598580115e-06,6.509731756523251534e-04
3.359801694750785828e-02,3.452415764331817627e-02,1.068134338311210740e-06,2.168643986806273460e-03
3.225126862525939941e-02,3.401301428675651550e-02,5.990956992718565743e-07,5.846973508596420288e-04
3.379053622484207153e-02,3.712044656276702881e-02,5.933544002800772432e-07,3.480461891740560532e-03
